time,volatility
300,3.2120369536844398
301,3.212036953684439
302,3.2120369536844398
303,3.2120369536844398
304,3.2120369536844398
305,3.2120369536844398
306,3.2120369536844398
307,3.2120369536844398
308,3.2120369536844398
309,3.2120369536844398
310,3.2120369536844398
311,3.2120369536844398
312,3.2120369536844398
313,3.2120369536844398
314,3.2120369536844398
315,3.2120369536844398
316,3.2120369536844398
317,3.2120369536844398
318,3.2120369536844398
319,3.2120369536844398
320,3.2120369536844398
321,3.2120369536844398
322,3.2120369536844398
323,3.2120369536844398
324,3.2120369536844398
325,3.2120369536844398
326,3.2120369536844398
327,3.2120369536844398
328,3.2120369536844398
329,3.2120369536844398
330,3.2120369536844398
331,3.2120369536844398
332,3.2120369536844398
333,3.2120369536844398
334,3.2120369536844398
335,3.2120369536844398
336,3.2120369536844398
337,3.2120369536844398
338,3.2120369536844398
339,3.2120369536844398
340,3.212036953684439
341,3.212036953684439
342,3.212036953684439
343,3.2120369536844398
344,3.212036953684439
345,3.212036953684439
346,3.212036953684439
347,3.2120369536844398
348,3.212036953684439
349,3.212036953684439
350,3.212036953684439
351,3.2120369536844398
352,3.212036953684439
353,3.212036953684439
354,3.212036953684439
355,3.2120369536844398
356,3.2120369536844398
357,3.212036953684439
358,3.2120369536844398
359,3.2120369536844398
360,3.2120369536844398
361,3.212036953684439
362,3.2120369536844398
363,3.2120369536844398
364,3.2120369536844398
365,3.212036953684439
366,3.2120369536844398
367,3.2120369536844398
368,3.2120369536844398
369,3.212036953684439
370,3.2120369536844398
371,3.2120369536844398
372,3.2120369536844398
373,3.212036953684439
374,3.0339369788279136
375,3.0339369788279136
376,3.0339369788279136
377,3.0339369788279136
378,3.0339369788279136
379,3.0339369788279136
380,3.0339369788279136
381,3.0339369788279136
382,3.0339369788279136
383,3.0339369788279136
384,3.0339369788279136
385,3.0339369788279136
386,3.0339369788279136
387,3.0339369788279136
388,3.0339369788279136
389,3.033936978827913
390,3.033936978827913
391,3.033936978827913
392,3.033936978827913
393,3.033936978827913
394,3.033936978827913
395,3.033936978827913
396,3.033936978827913
397,3.033936978827913
398,3.033936978827913
399,3.033936978827913
400,3.033936978827913
401,3.033936978827913
402,3.033936978827913
403,3.033936978827913
404,3.033936978827913
405,2.5415007404213372
406,2.5415007404213372
407,2.5415007404213372
408,2.5415007404213372
409,2.5415007404213372
410,2.5415007404213372
411,2.5415007404213372
412,2.5415007404213372
413,2.5415007404213372
414,2.5415007404213372
415,2.5415007404213372
416,2.5415007404213372
417,2.5415007404213372
418,2.5415007404213372
419,2.5415007404213372
420,2.5415007404213372
421,2.5415007404213372
422,2.5415007404213372
423,2.5415007404213372
424,2.5415007404213372
425,2.5415007404213372
426,2.5415007404213372
427,2.5415007404213372
428,2.5415007404213372
429,2.5415007404213372
430,2.5415007404213372
431,2.5415007404213372
432,2.5415007404213372
433,2.5415007404213372
434,2.5415007404213372
435,2.5415007404213372
436,2.5415007404213372
437,2.5415007404213372
438,2.5415007404213372
439,2.5415007404213372
440,2.5415007404213372
441,2.5415007404213372
442,2.5415007404213372
443,2.5415007404213372
444,2.5415007404213372
445,1.9505902547113843
446,1.9505902547113843
447,1.9505902547113843
448,1.9505902547113843
449,1.9505902547113843
450,1.9505902547113843
451,1.9505902547113843
452,1.9505902547113843
453,1.9505902547113843
454,1.9505902547113843
455,1.9505902547113843
456,1.9505902547113843
457,1.9505902547113843
458,1.9505902547113843
459,1.9505902547113845
460,1.9505902547113845
461,1.9505902547113845
462,1.9505902547113845
463,1.9505902547113843
464,1.9505902547113843
465,1.9505902547113845
466,1.9505902547113843
467,1.9505902547113843
468,1.9505902547113843
469,1.9505902547113845
470,1.9505902547113843
471,1.9505902547113843
472,1.9505902547113843
473,1.9505902547113845
474,2.2274069127066265
475,2.2274069127066265
476,2.2274069127066265
477,2.2274069127066265
478,2.2274069127066265
479,2.2274069127066265
480,2.2274069127066265
481,2.2274069127066265
482,2.2274069127066265
483,2.2274069127066265
484,2.2274069127066265
485,2.2274069127066265
486,2.2274069127066265
487,2.227406912706626
488,2.2274069127066265
489,2.2274069127066265
490,2.2274069127066265
491,2.2274069127066265
492,2.2274069127066265
493,2.2274069127066265
494,2.2274069127066265
495,2.2274069127066265
496,2.2274069127066265
497,2.2274069127066265
498,2.2274069127066265
499,2.2274069127066265
500,2.3275115541145333
501,2.3275115541145333
502,2.3275115541145333
503,2.3275115541145333
504,2.3275115541145333
505,2.3275115541145333
506,2.3275115541145333
507,2.3275115541145333
508,2.3275115541145333
509,2.3275115541145333
510,3.1026645781959576
511,3.1026645781959576
512,3.1026645781959576
513,3.1026645781959576
514,3.1026645781959576
515,3.1026645781959576
516,3.0631565687223175
517,3.0631565687223175
518,3.0631565687223175
519,3.0631565687223175
520,3.0631565687223175
521,3.0631565687223175
522,3.0631565687223175
523,3.0631565687223175
524,3.0631565687223175
525,3.0631565687223175
526,3.0631565687223175
527,3.0631565687223175
528,3.0631565687223175
529,3.0631565687223175
530,3.0631565687223175
531,2.5296145898030087
532,2.5296145898030087
533,2.5296145898030087
534,2.5296145898030087
535,2.5296145898030087
536,2.5296145898030087
537,2.5296145898030087
538,2.5296145898030087
539,2.5296145898030087
540,2.5296145898030087
541,2.5296145898030082
542,2.5296145898030082
543,2.5296145898030082
544,2.5296145898030082
545,2.5296145898030082
546,2.5296145898030082
547,2.5296145898030082
548,2.5296145898030082
549,2.5296145898030082
550,2.5296145898030082
551,2.5296145898030082
552,2.5296145898030082
553,2.5296145898030082
554,2.5296145898030082
555,2.5296145898030082
556,2.5296145898030082
557,2.5296145898030082
558,2.5296145898030082
559,2.4075653139532296
560,2.4075653139532296
561,2.4075653139532296
562,2.4075653139532296
563,2.4075653139532296
564,2.4075653139532296
565,2.4075653139532296
566,2.4075653139532296
567,2.4075653139532296
568,2.4075653139532296
569,2.4075653139532296
570,2.4075653139532296
571,2.4075653139532296
572,2.4075653139532296
573,2.4075653139532296
574,2.4075653139532296
575,2.4075653139532296
576,2.4075653139532296
577,2.4075653139532296
578,2.4075653139532296
579,2.4075653139532296
580,2.4075653139532296
581,2.4075653139532296
582,2.4075653139532296
583,2.4075653139532296
584,2.4075653139532296
585,2.4075653139532296
586,2.4075653139532296
587,2.4075653139532296
588,2.4075653139532296
589,2.4075653139532296
590,2.4075653139532296
591,2.4075653139532296
592,2.4075653139532296
593,2.4075653139532296
594,2.4075653139532296
